Date,Grade,Rope,Attempt,Colour,Location,Wall,Notes
2018-03-21,9-,TR,RE,Blue,TRC NR,Right Inside,Customary warm up route
2018-03-21,9+,TR,RE,Blue,TRC NR,Right Outside,Repeat of a route - easier this time
2018-03-21,8,DC,X,Green,TRC NR,Right Outside,Couldn't downclimb through the roof
2018-03-21,10d,TR,RE,Blue,TRC NR,Tower Inside,Same route I knocked out recently - climbed easily
2018-03-21,11a,TR,H1,Black,TRC NR,Tower Front,One hang - blobby/sloper holds threw me off
2018-03-21,11a,TR,RP,Black,TRC NR,Tower Front,"Straight back to it, and climbed clean."
2018-03-21,11a,TR,H2,Yellow,TRC NR,Left Rear,"Best attempt yet - two hangs, but did all the moves"
2018-03-21,10d,TR,H2,Green,TRC NR,Left Front,Should have OS; botched the JP sequences
2018-03-21,10d,TR,RP,Green,TRC NR,Left Front,Went back and easily climbed it clean
2018-03-21,10d,TR,X,Green,TRC NR,Tower Outside,Auto belay - fell at the lower crux again
2018-03-22,9,TR,OS,Orange,TRC NR,Left Front,Warm up
2018-03-22,8,TR,OS,Green,TRC NR,Left Front,Up
2018-03-22,8,DC,F,Green,TRC NR,Left Front,... down
2018-03-22,9,TR,RE,Red,TRC NR,Tower Front,Felt really hard.  I need to use more tiny feet and less reach.
2018-03-22,10c,TR,X,Black,TRC NR,Right Front,Stuck at the same crux move
2018-03-22,10c,TR,X,Yellow,TRC NR,Right Overhang,Too scrunched to stick a hard move; swung out into space
2018-03-22,11a,TR,H1,Yellow,TRC NR,Left Rear,Forgot foot sequence and pumped out
2018-03-22,11a,TR,RP,Yellow,TRC NR,Left Rear,"YES! It felt easy.  I made an on the spot beta improvement on a hard move, too"
2018-03-22,10c,TR,X,Black,TRC NR,Left Rear,"Pumpy, bouldery, didn't get far"
2018-03-22,10c,TR,X,Black,TRC NR,Right Rear,"Pumpy, bouldery, did better but couldn't get over the lip"
2018-03-25,8+,TR,RE,Grey,TRC MV,HS,Warm up
2018-03-25,10b,TR,RE,Pink,TRC MV,Prow,Warm up
2018-03-25,11a,TR,H2,Black,TRC MV,HS R,"Fell at crux move twice, then stuck it to the top"
2018-03-25,10d,TR,H1,Orange,TRC MV,Desk Area,"Fell waiting for traffic to pass, but appreciated the rest"
2018-03-25,10d,TR,H1,Orange,TRC MV,Desk Area,"Fell at the crux move, and had to refine my sequence"
2018-03-25,10d,TR,H1,Orange,TRC MV,Desk Area,Got through the crux!  Then popped off the final hold!!
2018-03-25,11d,TR,"H, X",Purple,TRC MV,Tall overhang,Crimps the whole way - made it half way up before lowering to rest my fingers
2018-03-25,10d,TR,"H1, X",Orange,TRC MV,Desk Area,"Tried, tried again.  Just too pumped to make the lip move today."
2018-03-27,8,TR,OS,Orange,TRC NR,Tower,Warm up - don't remember doing this one before.
2018-03-27,8,TR,OS,Yellow,TRC NR,Left Outside,Went up to come down
2018-03-27,7,DC,OS,Red,TRC NR,Left Outside,The 8 felt a bit reachy so came down the 7 instead
2018-03-27,7,TR,OS,Blue,TRC NR,Left Outside,Auto belay in the corner
2018-03-27,7,DC,F,Blue,TRC NR,Left Outside,... and down
2018-03-27,8-,TR,OS,Orange,TRC NR,Tower Window,"I don't remember the eights, maybe I've done this one before as well?"
2018-03-27,8-,DC,F,Orange,TRC NR,Tower Window,... and down
2018-03-27,10d,TR,X,Green,TRC NR,Left Outside,New 10+ route; misread an early move so lowered off
2018-03-27,10d,TR,RP,Green,TRC NR,Left Outside,Went back and fought like hell to get to the top.  Pretty hard!
2018-03-27,10a,TR,OS,Green,TRC NR,Left Outside,Auto belay in the corner; actually felt harder than the 10+
2018-03-27,10c,TR,"H, A",Black,TRC NR,Right Inside,Aided one move; hung a whole bunch; fought to the top
2018-03-27,10c,TR,X,Black,TRC NR,Right Outside,"An old project, still no closer to sending it.  Crux move shuts me down at the top."
2018-03-27,10c,TR,H5,Orange,TRC NR,Left Outside,"Very hard - it'll go, but the sequences are very hard to read."
2018-03-27,9,TR,RE,Orange,TRC NR,Left Front,"Repeat - went up, again, to come back down"
2018-03-27,9,DC,F,Orange,TRC NR,Left Front,"Stepped on a spinner, held it together and downclimbed clean"
2018-03-27,5,TR,OS,Orange,TRC NR,Tower Inside,Went up to come down
2018-03-27,6,DC,OS,Black,TRC NR,Tower Inside,Rounding out my lower DC pyramid boxes
2018-03-29,8+,TR,OS,?,TRC MV,HS R,Warm up on a new route
2018-03-29,10d,TR,RP,Orange,TRC MV,HS R,At last - fifth attempt's the charm!
2018-03-29,11a,TR,RP,Black,TRC MV,HS R,At last - fifteenth attempt's the charm!
2018-03-29,11c,TR,X,Orange,TRC MV,HS R,Bailed -- too crimpy.
2018-03-29,11c,TR,X,Blue,TRC MV,Back Corner,"Bailed -- heard three snaps, and think I tore my pulley.  Oh dear."
-,,,,,,,
INJURED,,,,,,,
-,,,,,,,
2018-04-26,5,TR,X,All,TRC MV,All,One handed - didn't get anything clean
2018-04-28,5,TR,OS,Orange,TRC NR,Kids wall,One handed - got a kids wall route clean.
2018-04-28,5,TR,OS,Green,TRC NR,Left side,One handed - who knows what colour it really was.
-,,,,,,,
2018-05-06,5,TR,OS,Black,TRC MV,,Tentatively testing out the finger.  Easy climbing only.
2018-05-06,6,TR,RP,Orange,TRC MV,,
2018-05-06,7,TR,OS,Yellow,TRC MV,,
2018-05-06,7,TR,RE,Grey,TRC MV,,
-,,,,,,,
2018-05-08,7,TR,RE,Yellow,TRC MV,,Clean
2018-05-08,7,TR,A1,Blue,TRC MV,,Off route to release weight on the finger
2018-05-08,7,TR,OS,Blue,TRC MV,,
2018-05-08,6,TR,RE,,TRC MV,,Went easier to rest the finger
2018-05-08,6,TR,RE,,TRC MV,,
2018-05-08,7,TR,RE,,TRC MV,,
2018-05-08,7,TR,RE,,TRC MV,,
2018-05-08,6,TR,RE,,TRC MV,,Approx note of volume - wasn't taking diligent notes on easy routes
2018-05-15,5+,TR,OS,,TRC MV,Back Alley,Guessing at grade distribution for this session
2018-05-15,7,TR,OS,,TRC MV,Back Alley,
2018-05-15,6,TR,OS,,TRC MV,,
2018-05-15,8-,TR,OS,,TRC MV,,Strenuous
2018-05-15,8,TR,OS,,TRC MV,,
2018-05-15,7-,TR,OS,,TRC MV,,
2018-05-15,5+,TR,OS,,TRC MV,,
2018-05-15,5+,TR,RE,,TRC MV,,
2018-05-15,6,TR,RE,,TRC MV,,
2018-05-15,7,TR,OS,,TRC MV,,
2018-05-15,7,TR,RE,,TRC MV,,
2018-05-15,7-,TR,RE,,TRC MV,,
2018-05-15,7,TR,X,,TRC MV,,13 was one route too many.  Finger tweaked on a hold so I bailed.
2018-05-19,5,TR,OS,,TRC MV,,
2018-05-19,6,TR,OS,,TRC MV,,
2018-05-19,7,TR,OS,,TRC MV,,
2018-05-19,8,TR,OS,,TRC MV,,
2018-05-19,6,TR,OS,,TRC MV,,
2018-05-19,7,TR,OS,,TRC MV,,
2018-05-19,7,TR,RE,,TRC MV,,
2018-05-19,8,TR,OS,,TRC MV,,
2018-05-19,7,TR,RE,,TRC MV,,
2018-05-22,5,TR,OS,,TRC NR,,
2018-05-22,6,TR,OS,,TRC NR,,
2018-05-22,7,TR,OS,,TRC NR,,
2018-05-22,8,TR,OS,,TRC NR,,
2018-05-22,8,TR,OS,,TRC NR,,
2018-05-22,6,TR,RE,,TRC NR,,
2018-05-22,7,TR,OS,,TRC NR,,Approx indicator of volume
2018-05-24,6+,TR,RE,,TRC MV,,
2018-05-24,6,TR,OS,,TRC MV,,
2018-05-24,6,TR,OS,,TRC MV,,
2018-05-24,6+,TR,RE,,TRC MV,,
2018-05-24,7,TR,RE,,TRC MV,,
2018-05-24,7,TR,RE,,TRC MV,,
2018-05-24,7,TR,OS,,TRC MV,,
2018-05-24,7+,TR,OS,,TRC MV,,
2018-05-24,8,TR,OS,,TRC MV,,
2018-05-24,8,TR,OS,,TRC MV,,
2018-05-24,8,TR,OS,,TRC MV,,
2018-05-24,8+,TR,OS,,TRC MV,,
2018-05-24,8+,TR,OS,,TRC MV,,"Just noting volume, no specifics are really interesting on these easy routes"
2018-05-24,9-,TR,X,,TRC MV,,Tried opening moves - reaffirmed my need to heal the finger on 8 and under only
2018-05-26,6,L,F,Green,TRC MV,Upstairs,Lead test route
2018-05-26,7-,L,F,Yellow,TRC MV,Back of horseshoe,Went back to lead it
2018-05-26,7,L,F,White,TRC MV,Horseshoe right,Overhanging - effort on low clips
2018-05-26,7,L,F,Blue,TRC MV,Prow,Tall - took time at the lip
2018-05-26,7,L,A2,Green,TRC MV,Lead wall,Got spooked at the top
2018-05-26,8,L,F,Red,TRC MV,Reactor,Needs trust in friction
2018-05-26,6+,TR,RE,Black,TRC MV,Back alley,Arete
2018-05-26,8+,TR,OS,Black,TRC MV,,Inside corner - very burly
2018-05-26,7,TR,RE,Pink,TRC MV,Back alley,
2018-05-26,6,TR,RE,Yellow,TRC MV,Back alley,cool down
2018-05-28,6,TR,RE,,TRC MV,,
2018-05-28,6,DC,F,,TRC MV,,"Downclimbing again, but keeping it easy"
2018-05-28,6+,TR,RE,Black,TRC MV,Back Alley,
2018-05-28,6+,DC,F,Black,TRC MV,Back Alley,
2018-05-28,6,TR,RE,Yellow,TRC MV,,
2018-05-28,6,DC,F,Yellow,TRC MV,,
2018-05-28,8,TR,RE,Red,TRC MV,Reactor,
2018-05-28,8+,TR,H1,Blue,TRC MV,,The only route 8 and under I've not tried yet - hung at the roof and still tweaked my finger a little
2018-05-28,7,TR,RE,Orange,TRC MV,Horseshoe Left,
2018-05-28,6,TR,RE,Grey,TRC MV,Horseshoe Right,Cool down
2018-05-28,6,DC,F,Grey,TRC MV,Horseshoe Right,
2018-05-29,6,TR,RE,Grey,TRC MV,Horseshoe Right,Warm up
2018-05-29,7-,TR,RE,Yellow,TRC MV,Horseshoe,
2018-05-29,8+,TR,A1,Green,TRC MV,Horseshoe Left,Aided one move to save the finger
2018-05-29,9,TR,OS,Red,TRC MV,Horseshoe Right,"First 9 in a long, long time"
2018-05-29,9-,TR,OS,Orange,TRC MV,Upstairs,Slabby at the top
2018-05-29,6,TR,RE,Blue,TRC MV,Back Alley,
2018-05-29,6,DC,F,Blue,TRC MV,Back Alley,Fresh downclimb for the pyramid
2018-05-29,7,TR,RE,Blue,TRC MV,Back Alley,
2018-05-29,8,TR,RE,Red,TRC MV,Reactor,
2018-05-29,6+,TR,RE,Purple,TRC MV,Reactor,
2018-05-29,6+,TR,RE,Green,TRC MV,Back Corner,
2018-05-29,5+,TR,RE,Black,TRC MV,Horseshoe Left,
2018-05-29,7,TR,H1,Blue,TRC MV,Prow,Last route - hung to save the finger at the crux
2018-05-31,7+,TR,OS,Yellow,TRC NR,Left outside,Autobelay - really hard stemming moves
2018-05-31,7,TR,OS,,TRC NR,,Don't remember where this route was
2018-05-31,8,TR,OS,Black,TRC NR,Left inside,Interesting inside corner route
2018-05-31,9-,TR,OS,Orange,TRC NR,Right outside,Back to 5.9 - easy onsight; easy on the finger
2018-05-31,9,TR,H1,Blue,TRC NR,Right outside,Hung once to protect the finger
2018-05-31,10-,TR,OS,Green,TRC NR,Right inside,A 5.10! (minus).  Big moves to huge holds.  One move challenged the finger lightly
2018-05-31,10-,TR,X,Green,TRC NR,Left inside,I mis-read the route - way too finger-heavy in the lower crux move so I bailed early
2018-05-31,6,TR,RE,Black,TRC NR,Tower,Up ...
2018-05-31,6,DC,F,Black,TRC NR,Tower,Filling out the DC pyramid
2018-05-31,9,TR,OS,Yellow,TRC NR,Left inside,Hard moves but the finger responded well
2018-05-31,9,TR,OS,Green,TRC NR,Left rear,Very overhanging - as hard as I want the finger to work
2018-05-31,9+,TR,X,Green,TRC NR,Left outside,Very thin moves - just bailed early
2018-05-31,9,TR,X,Orange,TRC NR,Tower window,Undercling threatened the filter - bailed again
2018-05-31,7+,TR,OS,Yellow,TRC NR,Left inside,Very difficult traversing moves - enjoyed the climb
2018-05-31,6,TR,OS,Red,TRC NR,Left outside,"Intended to downclimb on autobelay, but felt like I'd climbed enough"
2018-06-05,7,L,RP,Green,TRC MV,Lead Wall,Redpoint on lead - committed to smearing mantle at the top
2018-06-05,9,L,OS,Pink,TRC MV,Lead Wall,"Onsight - very pumped, but it felt like a 9-"
2018-06-05,9-,L,H1,Orange,TRC MV,Upstairs Edge,One hang to rest my hand before the lip
2018-06-05,10b,TR,OS,Yellow,TRC MV,Prow,Hard moves but the finger responded well
2018-06-05,9,L,OS,Red,TRC MV,Prow,Delicate balance at the top
2018-06-05,7-,TR,OS,Pink,TRC MV,Horseshoe Back,A Ben Cox route - loved the flow
2018-06-05,9,TR,OS,Grey,TRC MV,Horseshoe Back,Burly - was harder on finger than I'd really wanted
2018-06-05,6-,TR,OS,Orange?,TRC MV,Reactor,Easy cool down
-,,,,,,,
2018-07-xx,10c,TR,RP,,Golden Gecko,Route was: 6b,UK - easy grading.  Auto belay.
2018-07-xx,10b,TR,RP,,Dr Plastik,Route was: 6a+,Spain - tweaked my finger going back to get it clean.
-,,,,,,,
2018-07-10,9+,TR,OS,Yellow,TRC MV,,Best climb of the day - fell off most of the rest
2018-07-12,9,TR,RE,Red,TRC MV,,Best climb of the day
2018-07-12,10a,TR,H1,Red,TRC MV,,
2018-07-12,10c,TR,"H2, X",Yellow,TRC MV,,
2018-07-17,6+,L,F,Green,TRC MV,,Warm up on lead - previously had TR the route so no O/S
2018-07-17,7+,L,X,Grey,TRC MV,Lead wall,Head wasn't in the game - worked some moves but didn't finish
2018-07-17,10c,TR,X,Yellow,TRC MV,,Worked the lower moves
2018-07-17,10c,TR,X,Black,TRC MV,,Worked the lower moves
2018-07-17,10c,TR,H2,Blue,TRC MV,,"Rested, but made the top"
2018-07-19,10c,TR,"H2, X",Orange,TRC MV,,"Overhanging, tall.  Quit at the roof.  Fell before."
2018-07-19,9+,TR,H2,,TRC MV,,Overhanging.  I don't have the endurance any more.
2018-07-19,7,TR,OS,Purple,TRC MV,Reactor,Enjoyed this route.  Was actually one of the hardest I climbed cleanly.
2018-07-22,6+,L,RE,Green,TRC MV,Horseshoe,Repeat lead to warm up
2018-07-22,6+,L,F,Grey,TRC MV,Horseshoe Right,I think I TR this before?
2018-07-22,7+,L,RP,Grey,TRC MV,Lead,Third try on lead and I got the redpoint.  Moves were less tenuous than I'd remembered
2018-07-22,7,L,F,Purple,TRC MV,Reactor,"Reactor wall - high exposure on the low moves, pumpy on the high moves"
2018-07-22,10a,TR,H3,Pink,TRC MV,Lead,"Followed/cleaned and re-clipped for Danny to follow.  Fell a lot, man these moves are hard."
2018-07-22,10c,TR,H3,Blue,TRC MV,Tall wall,"Hard moves.  Fell, rested, fell, but got to the top."
2018-07-22,8+,TR,H2,Black,TRC MV,Tall wall corner,"Falling on eights.  My endurance needs work.  On the plus side, my finger is doing better."
2018-07-22,5,TR,OS,Yellow,TRC MV,Horseshoe Left,Ah!  Success on a route.
2018-07-24,8+,TR,RP,Blue,TRC MV,Upstairs,Very hard mantle / off balance / crimpy
2018-07-24,10c,TR,X,Yellow,TRC MV,,"Got higher than before, bailed above the second roof due to a small left hand grip"
2018-07-24,10b,TR,X,Purple,TRC MV,,Wanted to climb this for a while.  Fell my way to one move before the top and ran out of enthusiasm.
2018-07-24,9,TR,H2,Red,TRC MV,Upstairs,"Very physical.  Fell/rested a few times.  This will go clean, and it leadable"
2018-07-24,7+,TR,A1,Grey,TRC MV,Reactor,Went off route for a foot switch because I was lazy.
2018-07-26,7-,TR,RE,Pink,TRC MV,Horseshoe Left,Warm up
2018-07-26,8,TR,RE,Pink,TRC MV,Horseshoe Right,I'm sure I did this when my finger started healing up
2018-07-26,10d,TR,OS,Grey,TRC MV,Horseshoe Left,"The ""easy"" one, so I did have knowledge that it wasn't consistent 10+ moves"
2018-07-26,10c,TR,"H3, X",Pink,TRC MV,Front Desk,"Hard crux moves.  Fingery.  Tiny crimps.  Fell, and then gave up!"
2018-07-26,9+,TR,H3,Green,TRC MV,Horseshoe Right,So pumpy.  Needed encouragement from Bob to finish the route.
2018-07-26,10a,TR,RP,Red,TRC MV,Horseshoe Right,"Did it!  Hard moves, but I knew the beta from my earlier attempt."
2018-07-26,10b,TR,H3,Yellow,TRC MV,Horseshoe Left,Flagged as 10c earlier.  I think it's b.  Made it through the cruxes with some rests.
2018-07-26,7,TR,RE,Purple,TRC MV,Reactor,Great route to cool down on.
2018-07-26,10a,TR,X,Orange,TRC MV,Horseshoe Right,"Corner route.  So hard.  Gave up, and switched to easier route to get to the top."
2018-07-29,7,TR,OS,,TRC NR,,Warm up
2018-07-29,8,TR,OS,,TRC NR,,Warm up
2018-07-29,9,TR,A1,,TRC NR,,Hard slab problem - crux move shut me down
2018-07-29,9,TR,H1,,TRC NR,,"Try again.  Hung on the crux, then fired the move."
2018-07-29,10a,TR,H3,,TRC NR,Prow,"Very hard - fell my way up, but made it"
2018-07-29,10a,TR,X,,TRC NR,,Abandoned after half a move.  Too hard!
2018-07-29,10c,TR,X,,TRC NR,,Rosanne's problem.  Shut down by last move.
2018-07-29,9+,TR,OS,,TRC NR,,Overhanging - every move felt like a 10.
2018-07-29,9-,TR,OS,,TRC NR,,Ben's route.  Felt every bit a 9 or 9+
2018-07-29,8,TR,OS,Black,TRC NR,,Fun moves
2018-07-29,7,L,OS,,TRC NR,,Nice movement
2018-07-29,8,TR,OS,,TRC NR,,Thin and thoughtful
2018-07-29,6,L,OS,,TRC NR,,Slippery clipping stances
2018-07-31,6+,TR,RE,Grey,TRC MV,Horseshoe Right,Warm up
2018-07-31,7-,TR,RE,Pink,TRC MV,Horseshoe Left,
2018-07-31,8,TR,RE,Purple,TRC MV,Horseshoe Left,
2018-07-31,10c,TR,H1,Purple,TRC MV,Horseshoe Back,
2018-07-31,6+,L,RE,Green,TRC MV,Horseshoe Back,
2018-07-31,6+,L,RE,Grey,TRC MV,Horseshoe Right,
2018-07-31,10d,TR,"H3, A, X",Grey,TRC MV,Horseshoe Left,
2018-07-31,8-,TR,RE,Orange,TRC MV,Horseshoe Right,
2018-07-31,6+,TR,OS,Red,TRC NR,,
2018-07-31,8,TR,RE,Yellow,TRC NR,,
2018-07-31,10a,TR,RP,Red,TRC NR,Prow,
2018-07-31,10c,TR,OS,Orange,TRC NR,,Ben Cox route
2018-07-31,7,TR,OS,,TRC NR,,
2018-07-31,7,DC,FL,,TRC NR,,Cool down
2018-08-05,6+,TR,RE,Grey,TRC MV,,Warm up
2018-08-05,8,TR,OS,Black,TRC MV,,Fun route - will come back to lead it
2018-08-05,10c,TR,H1,Yellow,TRC MV,,Best yet - one fall at the top
2018-08-05,10d,TR,X,Purple,TRC MV,,Felt dizzy; lowered from half way
2018-08-07,6+,L,RE,Grey,TRC MV,,Warm up
2018-08-07,8,L,F,Black,TRC MV,Horseshoe Left,Took a TR preview last week
2018-08-07,8,L,F,Black,TRC MV,Prow,Had never gotten this clean on TR before.
2018-08-07,10d,TR,A1,Purple,TRC MV,,One stopper move 2/3 of the way up.
2018-08-07,7,L,OS,Grey,TRC MV,Reactor Wall,Brand new route
2018-08-07,6,L,F,,TRC MV,,I don't think I've lead this one before?
2018-08-07,10c,TR,X,,TRC MV,,Gave up - too crimpy
2018-08-07,8,TR,RE,,TRC MV,,Cool down
2018-08-09,9-,TR,A1,Red,TRC MV,,Warm up harder than usual - tricky traverse move
2018-08-09,9-,TR,H1,Red,TRC MV,,
2018-08-09,9+,TR,OS,Blue,TRC MV,,Two roofs - hard
2018-08-09,9,TR,H3,Blue,TRC MV,,Tall dihedral.  Scott route.  Very pumpy
2018-08-09,9,TR,OS,Red,TRC MV,,Back corner - hard stemming route - lots of fun
2018-08-09,9+,TR,H,Grey,TRC MV,,JP route - very hard.
2018-08-09,8,TR,OS,Yellow,TRC MV,,Codr route - very hard stemming at the top
2018-08-09,8,TR,RE,Black,TRC MV,,Lead this earlier - took a couple of laps on it for volume
2018-08-09,10d,TR,X,Purple,TRC MV,,Tried to work the moves.  Felt harder than before.
2018-08-09,10d,TR,X,Orange,TRC MV,Reactor,JP route - too hard to work
2018-08-09,10d,TR,X,Orange,TRC MV,Prow,Love this route - will go back and work it more
2018-08-09,6-,TR,OS,,TRC MV,,Cool down
2018-08-12,10d,TR,H1,Orange,TRC MV,Prow,So close!
2018-08-12,9,TR,OS,Orange,TRC MV,,
2018-08-12,10b,TR,H1,Red,TRC MV,Lead wall,Seconded - fell while struggling many times to unclip a draw
2018-08-14,6,L,RE,Grey,TRC MV,,
2018-08-14,8,L,RE,Black,TRC MV,,
2018-08-14,10b,L,H2,Red,TRC MV,,Took on 5th bolt (trouble clipping); legit fall near the top
2018-08-14,6+,L,RE,Green,TRC MV,,Cool down
2018-08-14,9,TR,RE,Red,TRC MV,,Corner stem
2018-08-14,9,TR,RE,Grey,TRC MV,,Felt really hard
2018-08-14,10d,TR,X,Orange,TRC MV,Prow,Fell too many times to keep working it
2018-08-16,6,TR,RE,Green,TRC MV,,Warm up.
2018-08-16,8,TR,RE,Black,TRC MV,,
2018-08-16,10d,TR,RP,Orange,TRC MV,Prow,AT LAST!!
2018-08-16,10c,TR,H1,Yellow,TRC MV,,So close.
2018-08-16,9+,TR,X,Green,TRC MV,,Pumped
2018-08-16,6+,TR,RE,Grey,TRC MV,,
2018-08-16,8,TR,H1,Black,TRC MV,Prow,So long
2018-08-16,5,TR,RE,Yellow,TRC MV,,Cool down
2018-08-16,5,DC,F,Yellow,TRC MV,,
2018-08-18,6+,L,OS,Grey,TRC MV,HSR,New route - warm up onsight
2018-08-18,8,L,OS,Black,TRC MV,HSR,I saved this for a lead onsight attempt
2018-08-18,10b,L,H1,Red,TRC MV,,"Too slow to start, hung at 4th clip, then climbed to the top"
2018-08-18,6,L,F,Red,TRC MV,,Upstairs in the corner - sketchy clip on 3rd
2018-08-18,7,L,RE,Orange,TRC MV,,Repeat of Roseanne's orange route - felt easier than before
2018-08-18,11b,TR,H1,Green,TRC MV,Prow,Fell on the literal last move to box finish.  Gutted.
2018-08-18,10c,TR,RP,Yellow,TRC MV,HSL,At last - fought through for the clean send
2018-08-18,6+,L,RE,Green,TRC MV,,Easier climb for mileage
2018-08-18,6+,L,RE,Grey,TRC MV,,Repeat
2018-08-18,10a,TR,X,Orange,TRC MV,Reactor,Hard opening move
2018-08-18,7,L,RE,Purple,TRC MV,Reactor,Cool down
2018-08-18,7+,TR,OS,Green,TRC MV,Back Wall,Wow.  Hard for a 7.
2018-08-19,6+,TR,RE,Grey,TRC MV,,Warm up
2018-08-19,9+,TR,RE,Yellow,TRC MV,,Felt insecure the whole way - not ready to lead it
2018-08-19,10d,TR,H1,Purple,TRC MV,,Closer to the send
2018-08-19,11b,TR,H2,Green,TRC MV,,"Bad sequence at lower crux, but close to the send here, too"
2018-08-19,8,L,RE,Black,TRC MV,,Easier one
2018-08-19,8,L,RE,Black,TRC MV,,Harder one
2018-08-19,9,L,X,Red,TRC MV,,Very off-balance - switched to finish on pink/6
2018-08-19,7,L,RE,Purple,TRC MV,Reactor,Always enjoy this one
2018-08-19,9,TR,RP,Red,TRC MV,,TR preview so I can come back and lead it
2018-08-21,6+,L,RE,Grey,TRC MV,HSR,
2018-08-21,8,L,RE,Black,TRC MV,HSL,
2018-08-21,10b,L,RP,Red,TRC MV,Lead Wall,Huge success
2018-08-21,9,L,H1,Red,TRC MV,Upstairs Prow,Needed to refine beta at the fourth clip
2018-08-21,9,L,RP,Red,TRC MV,Upstairs Prow,SUCCESS!
2018-08-21,6+,L,RE,Green,TRC MV,Horseshoe,Cool down
2018-08-21,7,L,RE,Orange,TRC MV,Back Corner,Chose to lead easy routes to close out rather than work hard on TR
2018-08-21,7,L,RE,Purple,TRC MV,Reactor,
2018-08-25,6+,L,RE,Grey,TRC MV,HS,
2018-08-25,8,L,OS,Green,TRC MV,HS,
2018-08-25,9,TR,OS,Orange,TRC MV,Upstairs Arete,
2018-08-25,9,TR,X,Red,TRC MV,Balcony,Couldn't find the sequence
2018-08-25,6+,L,RE,Grey,TRC MV,HS,
2018-08-25,10b,TR,OS,Purple,TRC MV,Back Wall,
2018-08-25,10a,TR,OS,Black,TRC MV,Back Alley,
2018-08-25,9,TR,OS,Orange,TRC MV,Back Alley,
2018-08-25,8+,TR,OS,Yellow,TRC MV,Back Alley,
2018-08-30,8,TR,OS,,TRC NR,Right Outside,Warm up
2018-08-30,9,TR,H1,Blue,TRC NR,Right Rear,Hard route - foot popped off during a foot switch
2018-08-30,9,TR,OS,Green,TRC NR,Right Rear,Harder route - interesting sequence at roof
2018-08-30,9,TR,OS,Orange,TRC NR,Right Inside,Harder route - being tall really helped
2018-08-30,9,TR,X,Green,TRC NR,Tower,Tweaked my finger - bailed/aided to the top.  Also missed a hold!
2018-08-30,10a,TR,X,Blue,TRC NR,Tower,JP route - worked the bottom half.  Finger aching.  Bailed.
2018-08-30,10c,TR,H1,Yellow,TRC NR,Right Outside,Hard move mid-route.  Took a few tries and different beta to get over the lip reliably
2018-08-30,10c,TR,X,Yellow,TRC NR,Right Outside,"Went back to try to get the route clean, but was out of energy."
2018-09-01,6+,L,RE,Grey,TRC MV,HS R,Warm up
2018-09-01,8,L,RE,Green,TRC MV,HS,"""Interesting"" for an eight"
2018-09-01,9+,L,RP,Green,TRC MV,HS Prow,First time attempting on lead; had only TR it clean once in five? times
2018-09-01,10-,L,H2,Blue,TRC MV,Tall Wall,"Having never gotten it clean on TR, I tried on lead.  Hung twice to rest."
2018-09-01,10-,L,H1,Blue,TRC MV,Prow,Onsight attempt.  Took a fall at the crux move.
2018-09-01,8,L,OS,Yellow,TRC MV,HS,Very insecure moves the whole way up
2018-09-01,6+,L,RE,Green,TRC MV,HS,Cool down
2018-09-02,8,TR,OS,,TRC MV,Reactor,Warm up
2018-09-02,10c,TR,X,,TRC MV,Back Alley,Can't climb that hard when I'm tired
2018-09-02,8+,TR,RE,,TRC MV,Back Alley,
2018-09-02,10d,TR,RP,Purple,TRC MV,HS,Diligence pays off!  Project complete.
2018-09-02,11b,TR,H1,Green,TRC MV,Prow,Fell at the literal last move.  Again.
2018-09-02,10c,TR,OS,Green,TRC MV,Back Alley,Crimpy.  Hard.  Tweaked my finger.  Succeeded anyway.
2018-09-02,8,TR,RE,Black,TRC MV,HS L,Repeat of the two roof wonder
2018-09-02,7,TR,RE,Orange,TRC MV,Back Corner,Cool down
2018-09-02,6,TR,RE,Pink,TRC MV,Lead Test,Cool down
2018-09-05,6+,L,RE,Grey,TRC MV,HS R,Warm up
2018-09-05,8,L,RE,Black,TRC MV,HS L,Warm up
2018-09-05,10a,L,RP,Blue,TRC MV,Tall Wall,Project Complete
2018-09-05,10a,L,RP,Blue,TRC MV,Prow,Project Complete!
2018-09-05,10a,L,OS,Black,TRC MV,HS,Onsight! Project complete!
2018-09-05,10d,L,RP,Purple,TRC MV,HS,TR send was 3 days ago.  Sent first time on lead.
2018-09-05,6+,L,RE,Grey,TRC MV,HS R,"Cool down, and done for the day"
2018-09-09,6+,L,RE,Grey,TRC MV,HS R,Warm up
2018-09-09,8,L,RE,Black,TRC MV,HS L,Usual suspects
2018-09-09,11b,L,H2,Green,TRC MV,Prow,"Project - hung once, plus my expected huge fall on the last move"
2018-09-09,10a,L,H2,Pink,TRC MV,Lead Wall,"Worked the sequence, first time on lead"
2018-09-09,10a,L,RP,Pink,TRC MV,Lead Wall,Red point
2018-09-09,10c,TR,H1,Black,TRC MV,Tall Wall,Hard roof sequence.
2018-09-09,11c,TR,X,Purple,TRC MV,Prow,Very hard - would be a good project
2018-09-09,10b,TR,OS,Purple,TRC MV,HS R,Felt too easy
2018-09-09,10d,TR,H,Pink,TRC MV,HS R,Toby route.  Thuggy.  Fell many times.  Also a mini project.
2018-09-09,6+,L,RE,Grey,TRC MV,HS R,Cool down
